strain	sample	read_id	chr_end	copy	expected_element	expected_group	donor_element	donor_group	split_anchor_bp	split_telo_bp	split_total_bp	split_pct_from_anchor	program_assigned_yprime	program_status	program_source	program_mechanism	program_path	anchorHalf_vs_expected	anchorHalf_vs_donor	anchor_margin	teloHalf_vs_expected	teloHalf_vs_donor	telo_margin	pair_longest_homology_bp	pair_homology_identity	evidence	explanation	telo_side
6991	6991_day0_TeloTag_with_selection	SRR33298434.530414	chr14L	1/5	chr14L-1	G8	chr12R-1	G11	30235	375	30610	98.8	E-chr12R-1,E-chr4R-7,E-chr14L-3,E-chr14L-3,E-chr14L-5	1st Y' Change	ambiguous	unmatched_array	chr12R[1]:E-chr12R-1 > chr4R[7]:E-chr4R-7 > self[3]:E-chr14L-3 > self[3]:E-chr14L-3 > self[5]:E-chr14L-5	97.72%	97.77%	-0.05	97.48%	95.38%	-2.10	4520	99.09%	FAILS	not supported: no half is better explained by the donor	beginning
6991	6991_day0_TeloTag_with_selection	SRR33298434.378016	chr16R	1/1	chr16R-1	G6	chr14L-5	G2	4413	1125	5538	79.7	E-chr14L-5	1st Y' Change	chr14L	donor_transfer	chr14L[5]:E-chr14L-5	96.18%	96.05%	+0.13	95.41%	95.15%	-0.26	3589	98.52%	FAILS	not supported: no half is better explained by the donor	beginning
6991	6991_day0_TeloTag_with_selection	SRR33298434.64148	chr16R	1/1	chr16R-1	G6	chr14L-3	G2	2100	3354	5454	38.5	E-chr14L-3	1st Y' Change	chr14L	donor_transfer	chr14L[3]:E-chr14L-3	93.10%	91.75%	+1.35	95.92%	92.89%	-3.03	3588	98.55%	FAILS	not supported: no half is better explained by the donor	end
6991	6991_day0_TeloTag_with_selection	SRR33298434.497585	chr8L	1/1	chr8L-1	G5	chr2L-1	G1	4493	1200	5693	78.9	E-chr2L-1	1st Y' Change	chr2L	donor_transfer	chr2L[1]:E-chr2L-1	97.66%	94.76%	+2.90	98.46%	97.99%	-0.47	3457	97.37%	FAILS	not supported: no half is better explained by the donor	beginning
6991	6991_day0_reference	SRR33298378.151832	chr12L	1/1	chr12L-1	G4	chr2L-1	G1	3000	2748	5748	52.2	E-chr2L-1	1st Y' Change	chr2L	donor_transfer	chr2L[1]:E-chr2L-1	98.30%	97.23%	+1.07	94.49%	92.31%	-2.18	3473	97.98%	FAILS	not supported: no half is better explained by the donor	end
6991	6991_day0_reference	SRR33298378.275479	chr13L	1/1	chr13L-1	G2	chr9L-1	G7	584	6525	7109	8.2	E-chr9L-1	1st Y' Change	chr9L	donor_transfer	chr9L[1]:E-chr9L-1	86.77%	88.22%	-1.45	90.07%	93.39%	+3.32	2058	95.58%	FAILS	not supported: no half is better explained by the donor	beginning
6991	6991_day0_reference	SRR33298378.159765	chr13L	1/1	chr13L-1	G2	chr2L-1	G1	5167	1125	6292	82.1	E-chr2L-1	1st Y' Change	chr2L	donor_transfer	chr2L[1]:E-chr2L-1	95.64%	95.48%	+0.16	95.65%	95.19%	-0.46	3883	97.12%	FAILS	not supported: no half is better explained by the donor	beginning
6991	6991_day0_reference	SRR33298378.714719	chr14R	1/1	chr14R-1	G10	chr9L-1	G7	4875	2508	7383	66.0	E-chr9L-1	1st Y' Change	chr9L	donor_transfer	chr9L[1]:E-chr9L-1	97.76%	97.24%	+0.52	93.11%	91.05%	-2.06	4903	97.88%	FAILS	not supported: no half is better explained by the donor	end
6991	6991_day0_reference	SRR33298378.566178	chr14R	1/1	chr14R-1	G10	chr9L-1	G7	3075	3947	7022	43.8	E-chr9L-1	1st Y' Change	chr9L	donor_transfer	chr9L[1]:E-chr9L-1	99.42%	98.35%	+1.07	97.87%	93.95%	-3.92	4903	97.88%	FAILS	not supported: no half is better explained by the donor	end
6991	6991_day0_reference	SRR33298378.651427	chr15R	1/1	chr15R-1	G8	chr13L-1	G2	3675	2209	5884	62.5	E-chr13L-1	1st Y' Change	chr13L	donor_transfer	chr13L[1]:E-chr13L-1	99.51%	99.17%	+0.34	98.96%	98.61%	-0.35	3656	99.56%	FAILS	not supported: no half is better explained by the donor	end
6991	6991_day0_reference	SRR33298378.290053	chr16L	1/1	chr16L-1	G8	chr10L-1	G7	4875	2604	7479	65.2	E-chr10L-1	1st Y' Change	chr10L	donor_transfer	chr10L[1]:E-chr10L-1	98.61%	97.39%	+1.22	96.52%	92.43%	-4.09	5010	97.13%	FAILS	not supported: no half is better explained by the donor	end
6991	6991_day0_reference	SRR33298378.722027	chr2L	1/1	chr2L-1	G1	chr8R-1	G3	3975	1847	5822	68.3	E-chr8R-1	1st Y' Change	chr8R	donor_transfer	chr8R[1]:E-chr8R-1	98.52%	98.18%	+0.34	98.02%	96.78%	-1.24	3855	99.14%	FAILS	not supported: no half is better explained by the donor	end
6991	6991_day0_reference_promethion	SRR33298377.644709	chr16R	1/1	chr16R-1	G6	chr13L-1	G2	4378	1200	5578	78.5	E-chr13L-1	1st Y' Change	chr13L	donor_transfer	chr13L[1]:E-chr13L-1	98.11%	97.72%	+0.39	95.88%	95.41%	-0.47	3588	98.61%	FAILS	not supported: no half is better explained by the donor	beginning
6991	6991_day0_reference_promethion	SRR33298377.541858	chr2L	1/1	chr2L-1	G1	chr8R-1	G3	3975	1853	5828	68.2	E-chr8R-1	1st Y' Change	chr8R	donor_transfer	chr8R[1]:E-chr8R-1	98.34%	97.99%	+0.35	95.95%	95.38%	-0.57	3855	99.14%	FAILS	not supported: no half is better explained by the donor	end
6991	6991_day0_with_selection	SRR33298395.1740335	chr13L	1/1	chr13L-1	G2	chr2L-1	G1	2700	3563	6263	43.1	E-chr2L-1	1st Y' Change	chr2L	donor_transfer	chr2L[1]:E-chr2L-1	99.68%	97.22%	+2.46	97.50%	97.37%	-0.13	3883	97.12%	FAILS	not supported: no half is better explained by the donor	end
6991	6991_day0_with_selection	SRR33298395.240085	chr13L	1/1	chr13L-1	G2	chr2L-1	G1	2774	3375	6149	45.1	E-chr2L-1	1st Y' Change	chr2L	donor_transfer	chr2L[1]:E-chr2L-1	99.61%	97.42%	+2.19	93.78%	91.59%	-2.19	3883	97.12%	FAILS	not supported: no half is better explained by the donor	beginning
6991	6991_day0_with_selection	SRR33298395.91673	chr13L	1/1	chr13L-1	G2	chr6L-1	G1	3080	3075	6155	50.0	E-chr6L-1	1st Y' Change	chr6L	donor_transfer	chr6L[1]:E-chr6L-1	98.77%	97.03%	+1.74	93.83%	91.49%	-2.34	3884	97.27%	FAILS	not supported: no half is better explained by the donor	beginning
6991	6991_day0_with_selection	SRR33298395.167741	chr13L	1/1	chr13L-1	G2	chr2L-1	G1	2925	3224	6149	47.6	E-chr2L-1	1st Y' Change	chr2L	donor_transfer	chr2L[1]:E-chr2L-1	99.60%	97.34%	+2.26	94.75%	92.44%	-2.31	3883	97.12%	FAILS	not supported: no half is better explained by the donor	end
6991	6991_day0_with_selection	SRR33298395.30875	chr13L	1/1	chr13L-1	G2	chr8R-1	G3	1125	4568	5693	19.8	E-chr8R-1	1st Y' Change	chr8R	donor_transfer	chr8R[1]:E-chr8R-1	94.27%	98.71%	-4.44	97.40%	97.27%	-0.13	5495	98.54%	FAILS	not supported: no half is better explained by the donor	end
6991	6991_day0_with_selection	SRR33298395.768603	chr14R	1/1	chr14R-1	G11	chr9L-1	G7	3075	3939	7014	43.8	E-chr9L-1	1st Y' Change	chr9L	donor_transfer	chr9L[1]:E-chr9L-1	99.42%	98.35%	+1.07	95.72%	95.62%	-0.10	4903	97.88%	FAILS	not supported: no half is better explained by the donor	end
6991	6991_day0_with_selection	SRR33298395.632924	chr16L	1/1	chr16L-1	G8	chr10L-1	G7	4875	2595	7470	65.3	E-chr10L-1	1st Y' Change	chr10L	donor_transfer	chr10L[1]:E-chr10L-1	99.45%	97.73%	+1.72	96.56%	92.47%	-4.09	5010	97.13%	FAILS	not supported: no half is better explained by the donor	end
6991	6991_day0_with_selection	SRR33298395.736127	chr2L	1/1	chr2L-1	G1	chr8R-1	G3	4776	825	5601	85.3	E-chr8R-1	1st Y' Change	chr8R	donor_transfer	chr8R[1]:E-chr8R-1	92.84%	93.63%	-0.79	95.83%	93.96%	-1.87	3855	99.14%	FAILS	not supported: no half is better explained by the donor	beginning
6991	6991_day0_with_selection	SRR33298395.939873	chr5R	1/1	chr5R-1	G9	chr10L-1	G7	825	6305	7130	11.6	E-chr10L-1	1st Y' Change	chr10L	donor_transfer	chr10L[1]:E-chr10L-1	95.57%	96.48%	-0.91	92.15%	94.14%	+1.99	4999	96.86%	FAILS	not supported: no half is better explained by the donor	end
6991	6991_day0_with_selection	SRR33298395.1707743	chr7R	1/1	chr7R-1	G8	chr8R-1	G3	4549	1275	5824	78.1	E-chr8R-1	1st Y' Change	chr8R	donor_transfer	chr8R[1]:E-chr8R-1	98.64%	97.90%	+0.74	99.66%	98.89%	-0.77	3657	99.07%	FAILS	not supported: no half is better explained by the donor	beginning
6991	6991_day0_with_selection	SRR33298395.1208889	chr8L	1/1	chr8L-1	G5	chr2L-1	G1	3150	2460	5610	56.1	E-chr2L-1	1st Y' Change	chr2L	donor_transfer	chr2L[1]:E-chr2L-1	97.64%	96.32%	+1.32	94.63%	92.91%	-1.72	3457	97.37%	FAILS	not supported: no half is better explained by the donor	end
6991	6991_day0_with_selection	SRR33298395.1543959	chr8R	1/1	chr8R-1	G3	chr2L-1	G1	4650	1625	6275	74.1	E-chr2L-1	1st Y' Change	chr2L	donor_transfer	chr2L[1]:E-chr2L-1	98.21%	98.95%	-0.74	97.50%	96.76%	-0.74	3855	99.14%	FAILS	not supported: no half is better explained by the donor	end
6991	6991_day0_with_selection_repeat	SRR33298373.491903	chr10L	1/1	chr10L-1	G7	chr16L-1	G8	5568	1425	6993	79.6	E-chr16L-1	1st Y' Change	chr16L	donor_transfer	chr16L[1]:E-chr16L-1	97.56%	98.39%	-0.83	99.76%	96.37%	-3.39	5010	97.13%	FAILS	not supported: no half is better explained by the donor	beginning
6991	6991_day0_with_selection_repeat	SRR33298373.897522	chr14R	1/1	chr14R-1	G10	chr9L-1	G7	4875	2588	7463	65.3	E-chr9L-1	1st Y' Change	chr9L	donor_transfer	chr9L[1]:E-chr9L-1	98.88%	98.35%	+0.53	94.01%	91.97%	-2.04	4903	97.88%	FAILS	not supported: no half is better explained by the donor	end
6991	6991_day0_with_selection_repeat2	SRR33298384.185796	chr13L	1/1	chr13L-1	G2	chr6L-1	G1	567	5775	6342	8.9	E-chr6L-1	1st Y' Change	chr6L	subtelomere_switch	chr6L[1]:E-chr6L-1	98.54%	99.12%	-0.58	95.29%	98.56%	+3.27	3884	97.27%	FAILS	not supported: no half is better explained by the donor	beginning
6991	6991_day0_TeloTag	SRR33298460.150620	chr13L	1/1	chr13L-1	G2	chr8R-1	G3					E-chr8R-1	1st Y' Change	chr8R	donor_transfer	chr8R[1]:E-chr8R-1							5495	98.54%	no junction	no junction found; donor wins across the element or signal too weak	beginning
6991	6991_day0_TeloTag	SRR33298460.108378	chr14R	1/1	chr14R-1	G11	chr13L-1	G2					E-chr13L-1	1st Y' Change	chr13L	donor_transfer	chr13L[1]:E-chr13L-1							1974	95.90%	no junction	no junction found; donor wins across the element or signal too weak	end
6991	6991_day0_TeloTag	SRR33298460.275124	chr16R	1/1	chr16R-1	G6	chr13L-1	G2					E-chr13L-1	1st Y' Change	chr13L	donor_transfer	chr13L[1]:E-chr13L-1							3588	98.61%	no junction	no junction found; donor wins across the element or signal too weak	end
6991	6991_day0_TeloTag_with_selection	SRR33298434.76895	chr13L	1/1	chr13L-1	G2	chr15R-1	G8					E-chr15R-1	1st Y' Change	chr15R	donor_transfer	chr15R[1]:E-chr15R-1							3656	99.56%	no junction	no junction found; donor wins across the element or signal too weak	beginning
6991	6991_day0_TeloTag_with_selection	SRR33298434.79614	chr16L	1/1	chr16L-1	G8	chr12R-1	G11					E-chr12R-1	1st Y' Change	chr12R	donor_transfer	chr12R[1]:E-chr12R-1							4520	99.11%	no junction	no junction found; donor wins across the element or signal too weak	end
6991	6991_day0_reference	SRR33298378.42439	chr13L	1/1	chr13L-1	G2	chr10L-1	G7					E-chr10L-1	1st Y' Change	chr10L	donor_transfer	chr10L[1]:E-chr10L-1							2058	95.67%	no junction	no junction found; donor wins across the element or signal too weak	end
6991	6991_day0_reference	SRR33298378.427420	chr2L	1/1	chr2L-1	G1	chr8R-1	G3					E-chr8R-1	1st Y' Change	chr8R	donor_transfer	chr8R[1]:E-chr8R-1							3855	99.14%	no junction	no junction found; donor wins across the element or signal too weak	beginning
6991	6991_day0_reference	SRR33298378.56289	chr8R	1/1	chr8R-1	G3	chr2L-1	G1					E-chr2L-1	1st Y' Change	chr2L	donor_transfer	chr2L[1]:E-chr2L-1							3855	99.14%	no junction	no junction found; donor wins across the element or signal too weak	end
6991	6991_day0_reference_promethion	SRR33298377.260642	chr13L	1/1	chr13L-1	G2	chr6L-1	G1					E-chr6L-1	1st Y' Change	chr6L	subtelomere_switch	chr6L[1]:E-chr6L-1							3884	97.27%	no junction	no junction found; donor wins across the element or signal too weak	beginning
6991	6991_day0_reference_promethion	SRR33298377.272313	chr13L	1/1	chr13L-1	G2	chr6L-1	G1					E-chr6L-1	1st Y' Change	chr6L	subtelomere_switch	chr6L[1]:E-chr6L-1							3884	97.27%	no junction	no junction found; donor wins across the element or signal too weak	end
6991	6991_day0_reference_promethion	SRR33298377.93825	chr14R	1/1	chr14R-1	G10	chr2L-1	G1					E-chr2L-1	1st Y' Change	chr2L	subtelomere_switch	chr2L[1]:E-chr2L-1							1963	96.23%	no junction	no junction found; donor wins across the element or signal too weak	end
6991	6991_day0_reference_promethion	SRR33298377.75463	chr5R	1/1	chr5R-1	G9	chr9L-1	G7					E-chr9L-1	1st Y' Change	chr9L	donor_transfer	chr9L[1]:E-chr9L-1							5000	96.74%	no junction	no junction found; donor wins across the element or signal too weak	end
6991	6991_day0_with_selection	SRR33298395.1286062	chr10L	1/1	chr10L-1	G7	chr5R-1	G9					E-chr5R-1	1st Y' Change	chr5R	donor_transfer	chr5R[1]:E-chr5R-1							4999	96.86%	no junction	no junction found; donor wins across the element or signal too weak	end
6991	6991_day0_with_selection	SRR33298395.790631	chr12L	1/1	chr12L-1	G4	chr2L-1	G1					E-chr2L-1	1st Y' Change	chr2L	subtelomere_switch	chr2L[1]:E-chr2L-1							3473	97.98%	no junction	no junction found; donor wins across the element or signal too weak	end
6991	6991_day0_with_selection	SRR33298395.198323	chr12L	1/1	chr12L-1	G4	chr8L-1	G5					E-chr8L-1	1st Y' Change	chr8L	donor_transfer	chr8L[1]:E-chr8L-1							5056	97.92%	no junction	no junction found; donor wins across the element or signal too weak	end
6991	6991_day0_with_selection	SRR33298395.1185585	chr13L	1/1	chr13L-1	G2	chr7R-1	G8					E-chr7R-1	1st Y' Change	chr14L	subtelomere_switch	chr7R[1]:E-chr7R-1							3656	99.59%	no junction	no junction found; donor wins across the element or signal too weak	beginning
6991	6991_day0_with_selection	SRR33298395.1573029	chr13L	1/1	chr13L-1	G2	chr15R-1	G8					E-chr15R-1	1st Y' Change	chr15R	donor_transfer	chr15R[1]:E-chr15R-1							3656	99.56%	no junction	no junction found; donor wins across the element or signal too weak	beginning
6991	6991_day0_with_selection	SRR33298395.1472813	chr13L	1/1	chr13L-1	G2	chr14L-2	G8					E-chr14L-2	1st Y' Change	chr14L	donor_transfer	chr14L[2]:E-chr14L-2							3656	99.64%	no junction	no junction found; donor wins across the element or signal too weak	end
6991	6991_day0_with_selection	SRR33298395.398286	chr13L	1/1	chr13L-1	G2	chr6L-1	G1					E-chr6L-1	1st Y' Change	chr6L	subtelomere_switch	chr6L[1]:E-chr6L-1							3884	97.27%	no junction	no junction found; donor wins across the element or signal too weak	beginning
6991	6991_day0_with_selection	SRR33298395.1088166	chr13L	1/1	chr13L-1	G2	chr6L-1	G1					E-chr6L-1	1st Y' Change	chr6L	subtelomere_switch	chr6L[1]:E-chr6L-1							3884	97.27%	no junction	no junction found; donor wins across the element or signal too weak	end
6991	6991_day0_with_selection	SRR33298395.1334307	chr13L	1/1	chr13L-1	G2	chr6L-1	G1					E-chr6L-1	1st Y' Change	chr6L	donor_transfer	chr6L[1]:E-chr6L-1							3884	97.27%	no junction	no junction found; donor wins across the element or signal too weak	beginning
6991	6991_day0_with_selection	SRR33298395.634165	chr13L	1/1	chr13L-1	G2	chr5R-1	G9					E-chr5R-1	1st Y' Change	chr5R	donor_transfer	chr5R[1]:E-chr5R-1							3656	99.59%	no junction	no junction found; donor wins across the element or signal too weak	end
6991	6991_day0_with_selection	SRR33298395.117875	chr2L	1/1	chr2L-1	G1	chr8R-1	G3					E-chr8R-1	1st Y' Change	chr8R	donor_transfer	chr8R[1]:E-chr8R-1							3855	99.14%	no junction	no junction found; donor wins across the element or signal too weak	beginning
6991	6991_day0_with_selection	SRR33298395.202022	chr2L	1/1	chr2L-1	G1	chr8R-1	G3					E-chr8R-1	1st Y' Change	chr8R	donor_transfer	chr8R[1]:E-chr8R-1							3855	99.14%	no junction	no junction found; donor wins across the element or signal too weak	end
6991	6991_day0_with_selection	SRR33298395.1560587	chr8L	1/1	chr8L-1	G5	chr9L-1	G7					E-chr9L-1	1st Y' Change	chr10L	subtelomere_switch	chr9L[1]:E-chr9L-1							2063	95.01%	no junction	no junction found; donor wins across the element or signal too weak	beginning
6991	6991_day0_with_selection	SRR33298395.779900	chr8R	1/1	chr8R-1	G3	chr2L-1	G1					E-chr2L-1	1st Y' Change	chr2L	donor_transfer	chr2L[1]:E-chr2L-1							3855	99.14%	no junction	no junction found; donor wins across the element or signal too weak	end
6991	6991_day0_with_selection_repeat	SRR33298373.896473	chr13L	1/1	chr13L-1	G2	chr6L-1	G1					E-chr6L-1	1st Y' Change	chr6L	subtelomere_switch	chr6L[1]:E-chr6L-1							3884	97.27%	no junction	no junction found; donor wins across the element or signal too weak	beginning
6991	6991_day0_with_selection_repeat	SRR33298373.1068481	chr13L	1/1	chr13L-1	G2	chr6L-1	G1					E-chr6L-1	1st Y' Change	chr6L	subtelomere_switch	chr6L[1]:E-chr6L-1							3884	97.27%	no junction	no junction found; donor wins across the element or signal too weak	beginning
6991	6991_day0_with_selection_repeat	SRR33298373.107087	chr13L	1/1	chr13L-1	G2	chr6L-1	G1					E-chr6L-1	1st Y' Change	chr6L	subtelomere_switch	chr6L[1]:E-chr6L-1							3884	97.27%	no junction	no junction found; donor wins across the element or signal too weak	beginning
6991	6991_day0_with_selection_repeat	SRR33298373.1079946	chr13L	1/1	chr13L-1	G2	chr6L-1	G1					E-chr6L-1	1st Y' Change	chr6L	subtelomere_switch	chr6L[1]:E-chr6L-1							3884	97.27%	no junction	no junction found; donor wins across the element or signal too weak	beginning
6991	6991_day0_with_selection_repeat	SRR33298373.46529	chr13L	1/1	chr13L-1	G2	chr6L-1	G1					E-chr6L-1	1st Y' Change	chr6L	subtelomere_switch	chr6L[1]:E-chr6L-1							3884	97.27%	no junction	no junction found; donor wins across the element or signal too weak	end
6991	6991_day0_with_selection_repeat	SRR33298373.797552	chr13L	1/1	chr13L-1	G2	chr6L-1	G1					E-chr6L-1	1st Y' Change	chr6L	subtelomere_switch	chr6L[1]:E-chr6L-1							3884	97.27%	no junction	no junction found; donor wins across the element or signal too weak	end
6991	6991_day0_with_selection_repeat	SRR33298373.677153	chr13L	1/1	chr13L-1	G2	chr8L-1	G5					E-chr8L-1	1st Y' Change	chr8L	subtelomere_switch	chr8L[1]:E-chr8L-1							5059	98.14%	no junction	no junction found; donor wins across the element or signal too weak	beginning
6991	6991_day0_with_selection_repeat	SRR33298373.284052	chr2L	1/1	chr2L-1	G1	chr8R-1	G3					E-chr8R-1	1st Y' Change	chr8R	donor_transfer	chr8R[1]:E-chr8R-1							3855	99.14%	no junction	no junction found; donor wins across the element or signal too weak	beginning
6991	6991_day0_with_selection_repeat	SRR33298373.260098	chr5L	1/1	chr5L-1	G12	chr10L-1	G7					E-chr10L-1	1st Y' Change	chr10L	donor_transfer	chr10L[1]:E-chr10L-1							3093	96.25%	no junction	no junction found; donor wins across the element or signal too weak	end
6991	6991_day0_with_selection_repeat2	SRR33298384.45869	chr13L	1/1	chr13L-1	G2	chr6L-1	G1					E-chr6L-1	1st Y' Change	chr6L	subtelomere_switch	chr6L[1]:E-chr6L-1							3884	97.27%	no junction	no junction found; donor wins across the element or signal too weak	beginning
6991	6991_day0_with_selection_repeat2	SRR33298384.467718	chr2L	1/1	chr2L-1	G1	chr8R-1	G3					E-chr8R-1	1st Y' Change	chr8R	donor_transfer	chr8R[1]:E-chr8R-1							3855	99.14%	no junction	no junction found; donor wins across the element or signal too weak	beginning
6991	6991_day0_with_selection_repeat2	SRR33298384.313055	chr2L	1/1	chr2L-1	G1	chr8R-1	G3					E-chr8R-1	1st Y' Change	chr8R	donor_transfer	chr8R[1]:E-chr8R-1							3855	99.14%	no junction	no junction found; donor wins across the element or signal too weak	beginning
6991	6991_day0_with_selection	SRR33298395.325275	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-4,E-chr14L-4,E-chr14L-5	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[4]:E-chr14L-4 > self[4-5]:E-chr14L-4,E-chr14L-5							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.528253	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-5,E-chr14L-4,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[5]:E-chr14L-5 > self[4]:E-chr14L-4 > self[4]:E-chr14L-4							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1612775	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr14L-2,E-chr14L-4,E-chr14L-4,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > self[2]:E-chr14L-2 > self[4]:E-chr14L-4,E-chr14L-4,E-chr14L-4(circ x3.0 moderate)							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1062822	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-7,E-chr14L-5,E-chr14L-4,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[7]:E-chr4R-7 > self[5]:E-chr14L-5 > self[4]:E-chr14L-4 > self[4]:E-chr14L-4							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.677200	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-5,E-chr14L-5,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[5]:E-chr14L-5 > self[5]:E-chr14L-5 > self[4]:E-chr14L-4							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.766619	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr14L-2,E-chr14L-4,E-chr14L-4,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > self[2]:E-chr14L-2 > self[4]:E-chr14L-4,E-chr14L-4,E-chr14L-4(circ x3.0 moderate)							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.1020947	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr14L-2,E-chr14L-5,E-chr14L-4,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > self[2]:E-chr14L-2 > self[5]:E-chr14L-5 > self[4]:E-chr14L-4 > self[4]:E-chr14L-4							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	beginning
6991	6991_day0_with_selection	SRR33298395.1837458	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-4,E-chr14L-4,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[4]:E-chr14L-4,E-chr14L-4,E-chr14L-4(circ x3.0 moderate)							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
6991	6991_day0_with_selection	SRR33298395.54408	chr14L	1/5	chr14L-1	G10	chr7R-1	G8					E-chr7R-1,E-chr4R-3,E-chr14L-5,E-chr14L-5,E-chr14L-4	1st Y' Change	chr14L	tandem_amplification_same_end	chr7R[1]:E-chr7R-1 > chr4R[3]:E-chr4R-3 > self[5]:E-chr14L-5 > self[5]:E-chr14L-5 > self[4]:E-chr14L-4							5721	99.95%	reference defect	chr14L-1 is mis-assembled in this sample (5,720 bp vs 6,654) -- not recombination	end
