strain	PD	read_uuid	sample	our_read_id	paper_chr_end	paper_n_yprime	paper_ids	paper_switch	our_chr_end	our_n_yprime	our_ids	our_status	our_path	our_entries	our_source	our_mechanism	our_blocks	our_switch
7172	33	7df6b9c5-a7a9-43c8-a5ef-dd708df19dd6	7172_day4_with_selection_repeat	SRR33298428.212302	chr7L	6	ID5,ID2,ID2,ID2,ID2,ID2	N	chr7L	6.0	ID5_Blue-Dark,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	Y' Gain	chr7R?[1]:ID5_Blue-Dark > chr12R[4-8]:ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	chr16L1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R1,2,6;chr16L2|chr12R6,8|chr12R7|chr12R6,8	chr7R	subtelomere_switch	chr7R > chr12R	True
7302	28	7e3789f8-6c26-4d79-b011-2cb4ae77ead2	7302_day3_with_selection	SRR33298450.555401	chr16R	4	ID8,ID7,ID8,ID1	N	chr16R	4.0	ID1_Gray,ID2_Red-Light,ID7_Yellow,ID2_Red-Light	Y' Gain	chr13L[2-4]:ID2_Red-Light,ID7_Yellow,ID2_Red-Light	chr16R1|chr13L4|chr13L3|chr13L4	chr13L	donor_transfer	chr13L	False
7302	28	7e49168a-1daf-4e6e-bfc1-44f4f3f96f0d	7302_day3_with_selection	SRR33298450.318959	chr2R	4	ID7,ID8,ID7,ID8	N	chr2R	4.0	ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light	Y' Gain	chr13L[1-4]:ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light	chr13L3|chr13L4|chr13L3|chr13L4	chr13L	donor_transfer	chr13L	False
7172	33	7efb2f1e-25ca-4fd0-8a3d-04adbcb17539	7172_day4_with_selection_repeat	SRR33298428.518154	chr9L	3	ID2,ID2,ID6	N	chr9L	3.0	ID6_Purple-Dark,ID2_Red,ID2_Red	Y' Gain	chr12R[6-7]:ID2_Red,ID2_Red	chr9L1|chr12R7|chr12R6,8	chr12R	donor_transfer	chr12R	False
7302	28	7fa8e90b-a699-40a5-9357-039b5c4f7a62	7302_day3_with_selection	SRR33298450.81875	chr12L	3	ID2,ID2,ID1	N	chr12L	3.0	ID1_Gray,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr12R|chr4R:ID2_Red-Light,ID2_Red-Light	chr12L1|chr4R1,2,3,6|chr12R6	chr12R	donor_transfer_candidates:2	chr12R|chr4R	False
7172	33	820205e6-2fc6-48f7-b307-61fc1073debd	7172_day4_with_selection_repeat	SRR33298428.504698	chr16R	5	ID2,ID2,ID2,ID2,ID1	N	chr16R	5.0	ID1_Gray,ID2_Red,ID2_Red,ID2_Red,ID2_Red	Y' Gain	chr4R[4-7]:ID2_Red,ID2_Red,ID2_Red,ID2_Red	chr16R1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R5|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3	chr4R	donor_transfer	chr4R	False
7302	33	820639de-2ab2-40eb-b7d0-aab6c55e1e55	7302_day4_with_selection	SRR33298449.222947	chr7R	3	ID8,ID8,ID5	N	chr7R	3.0	ID5_Blue-Dark,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr12R|chr4R:ID2_Red-Light,ID2_Red-Light	chr16L1|chr13L4|chr13L4	chr12R	donor_transfer_candidates:2	chr12R|chr4R	False
7172	33	821fc273-4811-4a6e-bc5d-9c1de9f34794	7172_day4_with_selection_repeat	SRR33298428.501304	chr12L	5	ID4,ID2,ID4,ID2,ID1	Y	chr12L	5.0	ID1_Gray,ID2_Red,ID4_Green-Light,ID2_Red,ID4_Green-Light	Y' Gain	chr12R|chr14L|chr4R:ID2_Red > chr2L|chr6L:ID4_Green-Light > chr12R|chr14L|chr4R:ID2_Red > chr2L|chr6L:ID4_Green-Light	chr12L1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr2L1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr2L1	ambiguous	unmatched_array	chr12R|chr14L|chr4R > chr2L|chr6L > chr12R|chr14L|chr4R > chr2L|chr6L	True
7302	33	82611a4c-6be0-4396-91c9-45e55642cf93	7302_day4_with_selection	SRR33298449.482201	chr12L	3	ID2,ID2,ID1	N	chr12L	3.0	ID1_Gray,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr4R[1-2]:ID2_Red-Light,ID2_Red-Light	chr12L1|chr4R1,2,3,6|chr4R4,7;chr12R3,4,5;chr14L2	chr4R	donor_transfer	chr4R	False
7302	33	83bac257-e693-495f-93fd-7721018e5535	7302_day4_with_selection	SRR33298449.108098	chr14L	8	ID5,ID2,ID3,ID3,ID3,ID3,ID2,ID3	N	chr14L	7.0	ID5_Blue-Dark,ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange,ID2_Red-Light,ID3_Orange	1st Y' Change	chr16L|chr7R:ID5_Blue-Dark > self[2-5]:ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange,ID2_Red-Light,ID3_Orange(circ x1.5 strong)	chr16L1|chr4R4,7;chr12R3,4,5;chr14L2|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5|chr4R4,7;chr12R3,4,5;chr14L2|chr14L3,4,5	chr14L	tandem_amplification_same_end	chr16L|chr7R > chr14L	True
7302	28	8466ee53-1c81-493b-81f2-36d8faad5de7	7302_day3_with_selection	SRR33298450.552873	chr2R	4	ID7,ID8,ID7,ID8	N	chr2R	4.0	ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light	Y' Gain	chr13L[1-4]:ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light	chr13L3|chr13L4|chr13L3|chr13L4	chr13L	donor_transfer	chr13L	False
7172	33	865a4146-c6c8-4e22-ba1c-bef8c5a062ad	7172_day4_with_selection_repeat	SRR33298428.158324	chr7R	4	ID2,ID4,ID2,ID5	Y										
7302	33	86960105-78c9-41c5-9fca-345f9a8a5416	7302_day4_with_selection	SRR33298449.66188	chr13L	6	ID7,ID8,ID7,ID8,ID7,ID8	N	chr13L	6.0	ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light	Y' Gain	self[1-2]:ID7_Yellow,ID2_Red-Light	chr13L3|chr13L4|chr13L3|chr13L4|chr13L3|chr13L4	chr13L	tandem_amplification_same_end	chr13L	False
7302	33	87201443-4b63-43d5-9952-59083c639a29	7302_day4_with_selection	SRR33298449.4646	chr3R	3	ID7,ID8,ID7	N	chr3R	3.0	ID7_Yellow,ID2_Red-Light,ID7_Yellow	Y' Gain	chr13L[1-3]:ID7_Yellow,ID2_Red-Light,ID7_Yellow	chr13L3|chr13L4|chr13L3	chr13L	donor_transfer	chr13L	False
7172	33	883ae3ce-57c3-445c-a386-acf65ac64954	7172_day4_with_selection_repeat	SRR33298428.501439	chr4R	11	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	N	chr4R	11.0	ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	Y' Gain	self[2-4]:ID2_Red,ID2_Red,ID2_Red,ID2_Red(circ x1.3 moderate | alt chr4R[1-2] + chr4R[1-2])	chr4R1,2,6;chr16L2|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R5|chr4R1,2,6;chr16L2|chr4R1,2,6;chr16L2|chr4R1,2,6;chr16L2|chr4R1,2,6;chr16L2|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3	chr4R	tandem_amplification_same_end	chr4R	False
7172	28	88f99128-a38e-46b7-9d35-10bcdc69fd72	7172_day3_with_selection	SRR33298430.100363	chr4L	3	ID3,ID2,ID5	N	chr4L	3.0	ID5_Blue-Light,ID2_Red,ID3_Orange	Y' Gain	chr14L[1-3]:ID5_Blue-Light,ID2_Red,ID3_Orange	chr14L1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr14L3	chr14L	donor_transfer	chr14L	False
7172	33	898407a2-8f2b-4784-84b6-ad0cc828b796	7172_day4_with_selection_repeat	SRR33298428.84016	chr15R	3	ID2,ID2,ID2	N	chr15R	3.0	ID2_Red,ID2_Red,ID2_Red	Y' Gain	chr12R[6-7]:ID2_Red,ID2_Red	chr12R6,8|chr12R6,8|chr12R7	chr12R	donor_transfer	chr12R	False
7172	33	89f5e64f-e8f1-4beb-a1c5-77c0403242a6	7172_day4_with_selection	SRR33298429.665455	chr14L	5	ID3,ID3,ID3,ID2,ID5	N	chr14L	5.0	ID5_Blue-Dark,ID2_Red,ID3_Orange,ID3_Orange,ID3_Orange	1st Y' Change	chr16L[1-2]:ID5_Blue-Dark,ID2_Red > self[3]:ID3_Orange,ID3_Orange,ID3_Orange(circ x3.0 moderate)	chr16L1|chr4R1,2,6;chr16L2|chr14L3|chr14L3|chr14L3	chr16L	donor_transfer	chr16L > chr14L	True
7302	28	8ab2805d-1566-4f7c-96e8-ca640702b2bf	7302_day3_with_selection	SRR33298450.106696	chr13R	4	ID8,ID7,ID8,ID7	N	chr13R	4.0	ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light	Y' Gain	chr13L[1-4]:ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light	chr13L3|chr13L4|chr13L3|chr13L4	chr13L	donor_transfer	chr13L	False
7302	33	8b319ca2-216d-4984-a370-9f03fe4a73ce	7302_day4_with_selection	SRR33298449.318168	chr12R	9	ID3,ID3,ID2,ID2,ID2,ID2,ID2,ID2,ID1	N	chr12R	9.0	ID1_Gray,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID3_Orange,ID3_Orange	Y' Gain	chr13L?[2]:ID2_Red-Light > chr14L[3-4]:ID3_Orange,ID3_Orange	chr12R1|chr4R1,2,3,6|chr4R4,7;chr12R3,4,5;chr14L2|chr4R4,7;chr12R3,4,5;chr14L2|chr4R4,7;chr12R3,4,5;chr14L2|chr12R6|chr4R1,2,3,6|chr14L3,4,5|chr14L3,4,5	chr14L	donor_transfer	chr13L > chr14L	True
7302	28	8b8003a6-f906-4ee9-91f8-3299aca734f4	7302_day3_with_selection	SRR33298450.553014	chr7R	4	ID5,ID2,ID2,ID2	N	chr7R	4.0	ID5_Blue-Dark,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr4R[5-7]:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr16L1|chr4R5|chr4R4,7;chr12R3,4,5;chr14L2|chr4R4,7;chr12R3,4,5;chr14L2	chr4R	donor_transfer	chr4R	False
7302	28	8c1549df-dc3c-44eb-8cc3-d5a442044ce0	7302_day3_with_selection	SRR33298450.46802	chr12L	4	ID8,ID7,ID8,ID1	N	chr12L	4.0	ID1_Gray,ID2_Red-Light,ID7_Yellow,ID2_Red-Light	Y' Gain	chr13L[2-4]:ID2_Red-Light,ID7_Yellow,ID2_Red-Light	chr12L1|chr13L4|chr13L3|chr13L4	chr13L	donor_transfer	chr13L	False
7172	28	8c53b159-8436-49f0-8712-9cbf910e9da1	7172_day3_with_selection	SRR33298430.100389	chr11L	6	ID2,ID2,ID2,ID2,ID2,ID1	N	chr11L	6.0	ID1_Gray,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	Y' Gain	chr12R[1-6]:ID1_Gray,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	chr12R1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R1,2,6;chr16L2|chr4R1,2,6;chr16L2|chr4R1,2,6;chr16L2|chr12R6,8	chr11R	subtelomere_switch	chr12R	False
7172	33	8e489f9d-d32f-4071-8dcc-d7e2debb7834	7172_day4_with_selection	SRR33298429.704983	chr5R	3	ID3,ID2,ID1	N	chr5R	3.0	ID1_Gray,ID2_Red,ID3_Orange	Y' Gain	chr14L[2-3]:ID2_Red,ID3_Orange	chr5R1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr14L3	chr14L	donor_transfer	chr14L	False
7302	28	8f25255d-46b2-4c6b-921a-69484866f199	7302_day3_with_selection	SRR33298450.127086	chr6L	3	ID4,ID2,ID2	N	chr6L	3.0	ID4_Green-Dark,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr4R[1-2]:ID2_Red-Light,ID2_Red-Light	chr6L1|chr4R4,7;chr12R3,4,5;chr14L2|chr4R1,2,3,6	chr4R	donor_transfer	chr4R	False
7302	33	8f316dff-ab86-41e7-bcbc-8d43bf6e01a7	7302_day4_with_selection	SRR33298449.66366	chr12R	9	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID1	N	chr12R	9.0	ID1_Gray,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	Y' Gain	self[2-4]:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr12R1|chr12R6|chr4R4,7;chr12R3,4,5;chr14L2|chr4R1,2,3,6|chr4R4,7;chr12R3,4,5;chr14L2|chr4R4,7;chr12R3,4,5;chr14L2|chr12R6|chr12R6|chr12R6	chr12R	tandem_amplification_same_end	chr12R	False
7172	33	8fd75ae0-b8ef-4d26-8f91-537d9736c9b5	7172_day4_with_selection_repeat	SRR33298428.84211	chr5L	4	ID6,ID4,ID2,ID6	Y										
7302	33	92a0c140-0307-4747-8d92-facd03525694	7302_day4_with_selection	SRR33298449.368231	chr14R	3	ID7,ID8,ID7	N	chr14R	3.0	ID7_Yellow,ID2_Red-Light,ID7_Yellow	1st Y' Change	chr13L[1-3]:ID7_Yellow,ID2_Red-Light,ID7_Yellow	chr13L3|chr13L4|chr13L3	chr13L	donor_transfer	chr13L	False
7302	28	92d2a26e-2520-4479-b3ea-6cbe2780ec38	7302_day3_with_selection	SRR33298450.111984	chr12R	12	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID1	N	chr12R	12.0	ID1_Gray,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	Y' Gain	self[2]:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light(circ x6.0 moderate | alt chr12R[2-6] + chr12R[2])	chr12R1|chr4R4,7;chr12R3,4,5;chr14L2|chr4R4,7;chr12R3,4,5;chr14L2|chr4R4,7;chr12R3,4,5;chr14L2|chr4R1,2,3,6|chr12R6|chr4R4,7;chr12R3,4,5;chr14L2|chr4R4,7;chr12R3,4,5;chr14L2|chr4R4,7;chr12R3,4,5;chr14L2|chr12R6|chr4R4,7;chr12R3,4,5;chr14L2|chr4R1,2,3,6	chr4R	donor_transfer	chr12R	False
7172	33	92f661c6-7e69-4e25-b245-dca5068e7408	7172_day4_with_selection	SRR33298429.115532	chr11R	4	ID1,ID2,ID2,ID2	N	chr11R	4.0	ID1_Gray,ID2_Red,ID2_Red,ID2_Red	Y' Gain	chr12R[1-2]:ID1_Gray,ID2_Red > chr12R[6-7]:ID2_Red,ID2_Red	chr5R1|chr12R7|chr12R6,8|chr12R6,8	chr12R	donor_transfer	chr12R	False
7172	33	93151cd6-574c-4d55-aaf2-ba1a9a13c252	7172_day4_with_selection_repeat	SRR33298428.134089	chr5R	3	ID2,ID2,ID1	N	chr5R	3.0	ID1_Gray,ID2_Red,ID2_Red	Y' Gain	chr12R[6-7]:ID2_Red,ID2_Red	chr5R1|chr12R6,8|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3	chr12R	donor_transfer	chr12R	False
7302	28	9346524f-5b02-499e-9dab-12dc090f7ccc	7302_day3_with_selection	SRR33298450.392460	chr16L	4	ID2,ID2,ID2,ID5	N	chr16L	4.0	ID5_Blue-Dark,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr12R|chr4R:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr16L1|chr4R4,7;chr12R3,4,5;chr14L2|chr4R4,7;chr12R3,4,5;chr14L2|chr12R6	chr12R	donor_transfer_candidates:2	chr12R|chr4R	False
7302	28	94082565-7119-4bdb-8dc8-eed73eefa0df	7302_day3_with_selection	SRR33298450.199957	chr3R	4	ID7,ID8,ID7,ID8	N	chr3R	4.0	ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light	Y' Gain	chr13L[1-4]:ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light	chr13L3|chr13L4|chr13L3|chr13L4	chr13L	donor_transfer	chr13L	False
7172	33	949ddea6-8577-4791-800e-754156a39895	7172_day4_with_selection	SRR33298429.234296	chr4R	9	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	N	chr4R	9.0	ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	Y' Gain	self[1-2]:ID2_Red,ID2_Red	chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R5|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3	chr4R	tandem_amplification_same_end	chr4R	False
7302	33	94a1ca34-02e5-4fc7-a728-8f1553489327	7302_day4_with_selection	SRR33298449.444426	chr2R	5	ID7,ID8,ID7,ID8,ID7	N	chr2R	5.0	ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light,ID7_Yellow	Y' Gain	chr13L[1-2]:ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light,ID7_Yellow(circ x2.5 strong)	chr13L3|chr13L4|chr13L3|chr13L4|chr13L3	chr13L	donor_transfer	chr13L	False
7172	33	953f3cf9-d409-4139-8f7d-8dd5bad015f8	7172_day4_with_selection	SRR33298429.1544	chr14R	3	ID6,ID2,ID3	N	chr14R	3.0	ID6_Purple-Neutral,ID2_Red,ID3_Orange	Y' Gain	chr14L[2-3]:ID2_Red,ID3_Orange	chr14R1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr14L3	chr14L	donor_transfer	chr14L	False
7302	33	95ab7fc3-9b45-4737-b1e2-b4aced45c1e2	7302_day4_with_selection	SRR33298449.126869	chr8R	5	ID3,ID3,ID3,ID3,ID1	N	chr8R	5.0	ID1_Gray,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange	Y' Gain	chr14L[3-4]:ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange(circ x2.0 moderate | alt chr14L[3-4] + chr14L[3-4])	chr8R1|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5|chr14L3,4,5	chr14L	donor_transfer	chr14L	False
7172	33	95d6d87a-7525-4f9c-a2a5-0982f836a2e8	7172_day4_with_selection_repeat	SRR33298428.535953	chr15L	3	ID5,ID3,ID4	Y	chr15L	3.0	ID5_Blue-Dark,ID3_Orange,ID4_Green-Light	Y' Gain	chr16L?[1]:ID5_Blue-Dark > chr14L[3]:ID3_Orange > chr2L|chr6L:ID4_Green-Light	chr16L1|chr14L3|chr6L1	ambiguous	unmatched_array	chr16L > chr14L > chr2L|chr6L	True
7172	33	96948e6c-4e65-4d79-ac31-f333697c2d9f	7172_day4_with_selection_repeat	SRR33298428.303912	chr15L	6	ID1,ID2,ID2,ID2,ID2,ID2	N	chr15L	6.0	ID1_Gray,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	Y' Gain	chr12R[1-6]:ID1_Gray,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	chr12R1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R1,2,6;chr16L2|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3	chr12R	donor_transfer	chr12R	False
7172	28	97c16055-a788-4d02-9978-fadb0a6a1412	7172_day3_with_selection	SRR33298430.429154	chr15L	12	ID2,ID3,ID2,ID3,ID3,ID2,ID2,ID3,ID2,ID3,ID2,ID5	N										
7302	28	983c4c8c-6d18-4c54-863c-161e3d7ac485	7302_day3_with_selection	SRR33298450.75601	chr13L	8	ID7,ID8,ID7,ID8,ID8,ID7,ID8,ID7	N	chr13L	8.0	ID7_Yellow,ID2_Red-Light,ID7_Yellow,ID2_Red-Light,ID2_Red-Light,ID7_Yellow,ID2_Red-Light,ID7_Yellow	Y' Gain	self[1-2]:ID2_Red-Light,ID7_Yellow,ID2_Red-Light,ID7_Yellow(circ x2.0 moderate | alt chr13L[2-4] + chr13L[1])	chr13L3|chr13L4|chr13L3|chr13L4|chr13L4|chr13L3|chr13L4|chr13L3	chr13L	tandem_amplification_same_end	chr13L	False
7172	33	99e346ce-008e-4dd1-ae73-a7e891b1abcd	7172_day4_with_selection	SRR33298429.62387	chr11L	3	ID3,ID2,ID5	N	chr11L	3.0	ID5_Blue-Dark,ID2_Red,ID3_Orange	Y' Gain	chr7R?[1]:ID5_Blue-Dark > chr14L[2-3]:ID2_Red,ID3_Orange	chr16L1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr14L3	chr11R	subtelomere_switch	chr7R > chr14L	True
7302	28	9ab9c0fd-dce8-4bf5-aed9-5fb66ffa0e6f	7302_day3_with_selection	SRR33298450.185684	chr5R	3	ID2,ID2,ID1	N	chr5R	3.0	ID1_Gray,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr12R|chr4R:ID2_Red-Light,ID2_Red-Light	chr5R1|chr4R4,7;chr12R3,4,5;chr14L2|chr4R4,7;chr12R3,4,5;chr14L2	chr12R	donor_transfer_candidates:2	chr12R|chr4R	False
7172	28	9b5ee6ec-6ba1-4cef-8ec7-219b9b9a17ac	7172_day3_with_selection	SRR33298430.502147	chr11L	5	ID3,ID3,ID3,ID3,ID6	Y	chr11L	5.0	ID6_Purple-Neutral,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange	Y' Gain	chr14R[1]:ID6_Purple-Neutral > chr14L[3]:ID3_Orange > chr14L[3]:ID3_Orange,ID3_Orange,ID3_Orange(circ x3.0 moderate)	chr14R1|chr14L3|chr14L3|chr14L3|chr14L3	chr11R	subtelomere_switch	chr14R > chr14L	True
7172	33	9c5dc0af-34a4-4b95-a094-da23a284b2c6	7172_day4_with_selection_repeat	SRR33298428.134216	chr16R	3	ID1,ID2,ID2	N	chr16R	3.0	ID1_Gray,ID2_Red,ID2_Red	Y' Gain	chr12R|chr4R:ID2_Red,ID2_Red	chr16R1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R1,2,6;chr16L2	chr12R	donor_transfer_candidates:3	chr12R|chr4R	False
7302	28	9c881ab5-aeab-45fe-bffe-dadbc8033c3e	7302_day3_with_selection	SRR33298450.50995	chr16R	4	ID2,ID3,ID3,ID1	Y	chr16R	4.0	ID1_Gray,ID3_Orange,ID3_Orange,ID2_Red-Dark	Y' Gain	chr14L[3-4]:ID3_Orange,ID3_Orange > chr15R[1]:ID2_Red-Dark	chr16R1|chr14L3,4,5|chr14L3,4,5|chr15R1	chr14L	donor_transfer	chr14L > chr15R	True
7302	33	9ca400e3-f0cd-41f1-9104-4f0760b5f823	7302_day4_with_selection	SRR33298449.24190	chr16R	3	ID3,ID7,ID8	Y	chr16R	3.0	ID3_Orange,ID7_Yellow,ID2_Red-Light	1st Y' Change	chr14L[3]:ID3_Orange > chr13L[1]:ID7_Yellow > chr12R|chr13L|chr14L|chr4R:ID2_Red-Light	chr14L3,4,5|chr13L3|chr13L4	chr13L	donor_transfer	chr14L > chr13L	True
7302	28	9d4290a2-0330-4537-a25a-9892f4fb80a1	7302_day3_with_selection	SRR33298450.457738	chr14R	3	ID6,ID7,ID7	N	chr14R	3.0	ID6_Purple-Neutral,ID7_Yellow,ID7_Yellow	Y' Gain	chr13L[1]:ID7_Yellow > chr13L[1]:ID7_Yellow	chr14R1|chr13L3|chr13L3	ambiguous	unmatched_array	chr13L	False
7172	33	9d61ce12-900e-4e31-a040-f6aab1e076aa	7172_day4_with_selection_repeat	SRR33298428.227055	chr7L	2	ID5,ID2	N	chr7L	2.0	ID5_Blue-Dark,ID2_Red	Y' Gain	chr16L[1-2]:ID5_Blue-Dark,ID2_Red	chr16L1|chr4R1,2,6;chr16L2	chr16L	donor_transfer	chr16L	False
7172	33	9e2155d2-0a87-44ac-8483-703e727fd437	7172_day4_with_selection	SRR33298429.148124	chr10L	3	ID6,ID2,ID3	N	chr10L	3.0	ID6_Purple-Dark,ID2_Red,ID3_Orange	Y' Gain	chr14L[2-3]:ID2_Red,ID3_Orange	chr10L1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr14L3	chr14L	donor_transfer	chr14L	False
7172	33	9f777e1a-d007-469c-b148-17b01a8e465f	7172_day4_with_selection_repeat	SRR33298428.483608	chr7R	13	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID5	N	chr7R	13.0	ID5_Blue-Dark,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red	Y' Gain	chr12R[2-8]:ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red,ID2_Red(circ x1.3 strong) > chr12R[5-6]:ID2_Red,ID2_Red,ID2_Red(circ x1.5 moderate | alt chr12R[2] + chr12R[3-4])	chr16L1|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr4R3,4,7;chr12R2,3,4,5;chr14L2;chr16L3|chr12R6,8|chr12R7|chr12R6,8|chr4R1,2,6;chr16L2|chr4R1,2,6;chr16L2|chr12R6,8|chr12R7|chr12R7	chr12R	donor_transfer	chr12R	False
7302	28	a0845cab-5d76-4fe1-8122-f938dfb653fe	7302_day3_with_selection	SRR33298450.258920	chr5R	3	ID2,ID2,ID1	N	chr5R	3.0	ID1_Gray,ID2_Red-Light,ID2_Red-Light	Y' Gain	chr4R[1-2]:ID2_Red-Light,ID2_Red-Light	chr5R1|chr4R4,7;chr12R3,4,5;chr14L2|chr4R4,7;chr12R3,4,5;chr14L2	chr4R	donor_transfer	chr4R	False
7302	28	a0de7a8d-f39d-4741-b804-4dd5378bf30f	7302_day3_with_selection	SRR33298450.396814	chr3R	2	ID3,ID3	N	chr3R	2.0	ID3_Orange,ID3_Orange	Y' Gain	chr14L[3-4]:ID3_Orange,ID3_Orange	chr14L3,4,5|chr14L3,4,5	chr14L	donor_transfer	chr14L	False
